grid_id,date,delta_t
"7733,2853",2022-04-18,22.331141591655953
"7683,2858",2022-04-18,28.436009938614443
"7688,2858",2022-04-18,31.328299833761527
"7693,2858",2022-04-18,31.60944030396025
"7698,2858",2022-04-18,28.966998633672382
"7703,2858",2022-04-18,24.676839643327003
"7708,2858",2022-04-18,23.708180622533984
"7713,2858",2022-04-18,22.725815312682638
"7718,2858",2022-04-18,20.001759462224175
"7723,2858",2022-04-18,20.293546690048217
"7728,2858",2022-04-18,19.191413122899313
"7733,2858",2022-04-18,21.177617307411182
"7688,2863",2022-04-18,29.87450619350519
"7693,2863",2022-04-18,29.374659042172986
"7698,2863",2022-04-18,26.01768339768341
"7703,2863",2022-04-18,22.122910650464615
"7708,2863",2022-04-18,21.09677437803833
"7713,2863",2022-04-18,21.605052209984272
"7718,2863",2022-04-18,21.166839244851268
"7723,2863",2022-04-18,20.473735697940505
"7728,2863",2022-04-18,21.2104033180778
"7733,2863",2022-04-18,21.47730626251072
"7693,2868",2022-04-18,26.153534230544178
"7698,2868",2022-04-18,25.072953913679605
"7703,2868",2022-04-18,23.806722246599385
"7708,2868",2022-04-18,22.01425980105325
"7713,2868",2022-04-18,20.406314557425013
"7718,2868",2022-04-18,20.18612232952882
"7723,2868",2022-04-18,20.04518800292611
"7728,2868",2022-04-18,22.413932124049143
"7733,2868",2022-04-18,21.409998536942204
"7693,2873",2022-04-18,27.9210730555087
"7698,2873",2022-04-18,28.035622283682354
"7703,2873",2022-04-18,23.30345454545455
"7708,2873",2022-04-18,22.29385804235833
"7713,2873",2022-04-18,21.115681167716094
"7718,2873",2022-04-18,20.676906124785347
"7723,2873",2022-04-18,20.62020609703736
"7728,2873",2022-04-18,22.636914710933027
"7733,2873",2022-04-18,23.03574985689754
"7693,2878",2022-04-18,29.300488929889326
"7698,2878",2022-04-18,30.004963325183354
"7703,2878",2022-04-18,26.47726589595376
"7708,2878",2022-04-18,25.46842706502635
"7713,2878",2022-04-18,26.395003660858112
"7718,2878",2022-04-18,24.123591443205793
"7723,2878",2022-04-18,23.707482647706115
"7728,2878",2022-04-18,24.76851662029579
"7693,2883",2022-04-18,27.082357552004833
"7698,2883",2022-04-18,29.701337047353753
"7703,2883",2022-04-18,27.763026188166847
"7708,2883",2022-04-18,25.752536023054766
"7713,2883",2022-04-18,26.493884123401056
"7718,2883",2022-04-18,25.606127388535036
"7723,2883",2022-04-18,25.627472527472527
"7708,2888",2022-04-18,27.223457782883386
"7713,2888",2022-04-18,26.718634342275145
"7718,2888",2022-04-18,26.645316760224546
"7713,2843",2022-04-19,9.686910232624514
"7718,2843",2022-04-19,10.6778053652968
"7723,2843",2022-04-19,8.036055373198229
"7708,2848",2022-04-19,9.246494807121655
"7713,2848",2022-04-19,9.6194977368959
"7718,2848",2022-04-19,11.054466403162053
"7723,2848",2022-04-19,9.940012101043711
"7728,2848",2022-04-19,8.395000884486112
"7733,2848",2022-04-19,7.242901678657068
"7688,2853",2022-04-19,13.222103840957343
"7693,2853",2022-04-19,13.328967940272287
"7698,2853",2022-04-19,13.714340808455935
"7703,2853",2022-04-19,10.533847472150814
"7708,2853",2022-04-19,9.914566813509538
"7713,2853",2022-04-19,9.577486557074817
"7718,2853",2022-04-19,8.158794316061435
"7723,2853",2022-04-19,7.672932895354293
"7728,2853",2022-04-19,10.528588132125108
"7733,2853",2022-04-19,14.968195576251455
"7683,2858",2022-04-19,14.709190295235322
"7688,2858",2022-04-19,13.862738423796381
"7693,2858",2022-04-19,14.551240683910567
"7698,2858",2022-04-19,14.346828412744811
"7703,2858",2022-04-19,12.393664668908055
"7708,2858",2022-04-19,10.026932631886595
"7713,2858",2022-04-19,9.383613686162144
"7718,2858",2022-04-19,9.905362272582192
"7723,2858",2022-04-19,11.149919625895077
"7728,2858",2022-04-19,10.883703054215978
"7733,2858",2022-04-19,13.316662617673853
"7688,2863",2022-04-19,14.214611992945331
"7693,2863",2022-04-19,14.451848463187998
"7698,2863",2022-04-19,11.487553267553269
"7703,2863",2022-04-19,9.255751250893505
"7708,2863",2022-04-19,8.360975121532741
"7713,2863",2022-04-19,8.692680972818314
"7718,2863",2022-04-19,10.877309667008948
"7723,2863",2022-04-19,11.897237030667814
"7728,2863",2022-04-19,13.636536041189933
"7733,2863",2022-04-19,12.04206262056685
"7693,2868",2022-04-19,11.903894090111173
"7698,2868",2022-04-19,10.54558888076079
"7703,2868",2022-04-19,10.84377358490566
"7708,2868",2022-04-19,8.864745465184313
"7713,2868",2022-04-19,8.157761521580102
"7718,2868",2022-04-19,7.4768217734855185
"7723,2868",2022-04-19,8.263021519543262
"7728,2868",2022-04-19,9.980685116436042
"7733,2868",2022-04-19,7.803120847548937
"7693,2873",2022-04-19,13.918648295866568
"7698,2873",2022-04-19,13.950304939155327
"7703,2873",2022-04-19,12.757045942464577
"7708,2873",2022-04-19,10.39568116771609
"7713,2873",2022-04-19,8.70046365197482
"7718,2873",2022-04-19,6.849905854663133
"7723,2873",2022-04-19,5.452205334098078
"7728,2873",2022-04-19,5.5565031982942354
"7733,2873",2022-04-19,5.940000000000025
"7693,2878",2022-04-19,13.826312344139659
"7698,2878",2022-04-19,15.28552057402255
"7703,2878",2022-04-19,14.918691068814054
"7708,2878",2022-04-19,10.698972900134748
"7713,2878",2022-04-19,9.808638642499035
"7718,2878",2022-04-19,7.096499388004905
"7723,2878",2022-04-19,6.728082595870189
"7728,2878",2022-04-19,7.300000000000011
"7693,2883",2022-04-19,14.919751147978074
"7698,2883",2022-04-19,14.851117397454022
"7703,2883",2022-04-19,13.744594473487677
"7708,2883",2022-04-19,10.099669794925271
"7713,2883",2022-04-19,7.303875049426662
"7703,2888",2022-04-19,14.807992125984248
"7708,2888",2022-04-19,12.580361757105944
"7713,2888",2022-04-19,7.627227272727297
"7713,2843",2022-04-22,17.831342942771514
"7718,2843",2022-04-22,18.98078767123287
"7723,2843",2022-04-22,18.319620379620385
"7708,2848",2022-04-22,15.633929301782066
"7713,2848",2022-04-22,15.876825813987454
"7718,2848",2022-04-22,16.71468905109489
"7723,2848",2022-04-22,17.42960140166448
"7728,2848",2022-04-22,17.919284358113035
"7733,2848",2022-04-22,16.683894244814496
"7688,2853",2022-04-22,26.300317142857136
"7693,2853",2022-04-22,24.49786887587487
"7698,2853",2022-04-22,23.1722039708613
"7703,2853",2022-04-22,19.601610968294768
"7708,2853",2022-04-22,18.86291797656473
"7713,2853",2022-04-22,17.244312660760222
"7718,2853",2022-04-22,15.349552793256178
"7723,2853",2022-04-22,15.111545714285713
"7728,2853",2022-04-22,15.710675810830113
"7733,2853",2022-04-22,16.670181454493502
"7683,2858",2022-04-22,23.78381175095002
"7688,2858",2022-04-22,26.544409356725144
"7693,2858",2022-04-22,26.14509717959959
"7698,2858",2022-04-22,23.739947383805905
"7703,2858",2022-04-22,19.300827364420403
"7708,2858",2022-04-22,17.63790735057723
"7713,2858",2022-04-22,16.493196960841615
"7718,2858",2022-04-22,14.64155487359345
"7723,2858",2022-04-22,14.343372789712113
"7728,2858",2022-04-22,13.70182668420283
"7733,2858",2022-04-22,15.67452711591873
"7688,2863",2022-04-22,24.837923934801264
"7693,2863",2022-04-22,24.008528949249467
"7698,2863",2022-04-22,20.80908050908052
"7703,2863",2022-04-22,17.453289492494648
"7708,2863",2022-04-22,14.761987417786683
"7713,2863",2022-04-22,14.591606351022756
"7718,2863",2022-04-22,14.829293478260876
"7723,2863",2022-04-22,14.08909038901602
"7728,2863",2022-04-22,14.399061784897029
"7733,2863",2022-04-22,13.990777809551046
"7693,2868",2022-04-22,20.64813926272674
"7698,2868",2022-04-22,19.898674469641552
"7703,2868",2022-04-22,18.92525376627176
"7708,2868",2022-04-22,15.757738443534233
"7713,2868",2022-04-22,13.969422092172639
"7718,2868",2022-04-22,13.281179397131984
"7723,2868",2022-04-22,13.573299195318219
"7728,2868",2022-04-22,15.022375658279694
"7733,2868",2022-04-22,14.05461009509876
"7693,2873",2022-04-22,22.978998139401742
"7698,2873",2022-04-22,23.30726986399427
"7703,2873",2022-04-22,19.871143552311448
"7708,2873",2022-04-22,16.935254722381224
"7713,2873",2022-04-22,15.516299370349174
"7718,2873",2022-04-22,14.684759587864914
"7723,2873",2022-04-22,14.643148704737365
"7728,2873",2022-04-22,16.73829994275901
"7733,2873",2022-04-22,17.93684315970235
"7693,2878",2022-04-22,24.890163982430455
"7698,2878",2022-04-22,24.749658808024602
"7703,2878",2022-04-22,22.972137628111266
"7708,2878",2022-04-22,20.257864674868195
"7713,2878",2022-04-22,20.89998535656758
"7718,2878",2022-04-22,19.113329428989747
"7723,2878",2022-04-22,20.811039531478755
"7728,2878",2022-04-22,20.69713574461853
"7693,2883",2022-04-22,22.857901831501838
"7698,2883",2022-04-22,23.615733958394376
"7703,2883",2022-04-22,23.586680345888908
"7708,2883",2022-04-22,21.52927200820273
"7713,2883",2022-04-22,20.99415885111372
"7718,2883",2022-04-22,20.905602930402942
"7723,2883",2022-04-22,23.253331379158734
"7703,2888",2022-04-22,24.6884064201777
"7708,2888",2022-04-22,24.72658256880732
"7713,2888",2022-04-22,21.68007456266131
"7718,2888",2022-04-22,22.535578796561598
"7723,2888",2022-04-22,24.016575440607532
"7713,2843",2022-04-23,21.875150563721988
"7718,2843",2022-04-23,22.06672089041096
"7723,2843",2022-04-23,19.985837020122734
"7708,2848",2022-04-23,19.198200408997955
"7713,2848",2022-04-23,19.90283837056505
"7718,2848",2022-04-23,20.91687883211679
"7723,2848",2022-04-23,21.32975032851511
"7728,2848",2022-04-23,20.935849277055656
"7733,2848",2022-04-23,19.424910896874085
"7688,2853",2022-04-23,27.774585714285717
"7693,2853",2022-04-23,25.801694043708046
"7698,2853",2022-04-23,25.6600714183688
"7703,2853",2022-04-23,22.26763781776635
"7708,2853",2022-04-23,22.465841669048288
"7713,2853",2022-04-23,21.65539296941984
"7718,2853",2022-04-23,18.61911415916559
"7723,2853",2022-04-23,18.47914
"7728,2853",2022-04-23,19.05329047006715
"7733,2853",2022-04-23,19.26181168738392
"7683,2858",2022-04-23,26.477939199064586
"7688,2858",2022-04-23,29.57427777777777
"7693,2858",2022-04-23,29.805491743387396
"7698,2858",2022-04-23,27.247576731949717
"7703,2858",2022-04-23,23.102315450957462
"7708,2858",2022-04-23,21.78356276486921
"7713,2858",2022-04-23,21.0122910578609
"7718,2858",2022-04-23,18.41815577962882
"7723,2858",2022-04-23,17.825553119976618
"7728,2858",2022-04-23,16.317197135759177
"7733,2858",2022-04-23,19.268083613506796
"7688,2863",2022-04-23,28.1544180726337
"7693,2863",2022-04-23,27.86632737669765
"7698,2863",2022-04-23,24.3876733876734
"7703,2863",2022-04-23,20.728697641172275
"7708,2863",2022-04-23,19.09686016585645
"7713,2863",2022-04-23,19.58890287512517
"7718,2863",2022-04-23,19.47316647597255
"7723,2863",2022-04-23,17.71342677345538
"7728,2863",2022-04-23,18.929467963386728
"7733,2863",2022-04-23,18.99977981126681
"7693,2868",2022-04-23,23.893736102984196
"7698,2868",2022-04-23,23.39453694220922
"7703,2868",2022-04-23,21.842030130174052
"7708,2868",2022-04-23,19.97602691632535
"7713,2868",2022-04-23,18.899201170446236
"7718,2868",2022-04-23,18.563836698858637
"7723,2868",2022-04-23,18.355935625457203
"7728,2868",2022-04-23,19.909297834991207
"7733,2868",2022-04-23,19.44631748354059
"7693,2873",2022-04-23,25.59049377415201
"7698,2873",2022-04-23,26.17328561202577
"7703,2873",2022-04-23,22.037440961786185
"7708,2873",2022-04-23,20.352218088151126
"7713,2873",2022-04-23,19.07345163136806
"7718,2873",2022-04-23,18.82758443045221
"7723,2873",2022-04-23,18.836247316444823
"7728,2873",2022-04-23,21.151322266742994
"7733,2873",2022-04-23,21.244919862621636
"7693,2878",2022-04-23,27.217692532942888
"7698,2878",2022-04-23,27.581915360960615
"7703,2878",2022-04-23,25.87693118594436
"7708,2878",2022-04-23,22.65468951376683
"7713,2878",2022-04-23,23.863037047884017
"7718,2878",2022-04-23,21.987598828696907
"7723,2878",2022-04-23,22.614275256222534
"7728,2878",2022-04-23,22.773056084346166
"7693,2883",2022-04-23,25.167882783882774
"7698,2883",2022-04-23,26.155244652798117
"7703,2883",2022-04-23,25.133451560896976
"7708,2883",2022-04-23,23.356217958107518
"7713,2883",2022-04-23,23.215328253223923
"7718,2883",2022-04-23,22.938710622710623
"7723,2883",2022-04-23,24.301893595192738
"7703,2888",2022-04-23,25.613043852106607
"7708,2888",2022-04-23,25.91309059633028
"7713,2888",2022-04-23,23.246799541152846
"7718,2888",2022-04-23,23.904174785100274
"7723,2888",2022-04-23,25.20627597076946
"7713,2843",2022-04-24,14.175844155844151
"7718,2843",2022-04-24,16.040359589041092
"7723,2843",2022-04-24,15.000867703724838
"7708,2848",2022-04-24,12.754995617879056
"7713,2848",2022-04-24,12.770147466783465
"7718,2848",2022-04-24,13.706435036496355
"7723,2848",2022-04-24,14.782651481968156
"7728,2848",2022-04-24,14.551181539360313
"7733,2848",2022-04-24,12.977919953257377
"7688,2853",2022-04-24,21.391494285714277
"7693,2853",2022-04-24,19.861085559205826
"7698,2853",2022-04-24,18.669458648764465
"7703,2853",2022-04-24,15.960054270208516
"7708,2853",2022-04-24,15.12859674192627
"7713,2853",2022-04-24,13.388065161474714
"7718,2853",2022-04-24,11.7597713959137
"7723,2853",2022-04-24,11.952400000000004
"7728,2853",2022-04-24,12.223326189455635
"7733,2853",2022-04-24,13.805097871124447
"7683,2858",2022-04-24,20.10178310435545
"7688,2858",2022-04-24,22.30893859649123
"7693,2858",2022-04-24,21.745664182376146
"7698,2858",2022-04-24,19.378246126863495
"7703,2858",2022-04-24,15.324180675339864
"7708,2858",2022-04-24,12.763381557796295
"7713,2858",2022-04-24,12.433874926943313
"7718,2858",2022-04-24,11.55926348092942
"7723,2858",2022-04-24,11.117580008768078
"7728,2858",2022-04-24,11.205111793073208
"7733,2858",2022-04-24,12.590913609121468
"7688,2863",2022-04-24,21.22951958821849
"7693,2863",2022-04-24,19.59921086490351
"7698,2863",2022-04-24,15.83166881166881
"7703,2863",2022-04-24,12.667213724088642
"7708,2863",2022-04-24,10.90735487560767
"7713,2863",2022-04-24,10.88284651695037
"7718,2863",2022-04-24,11.611212814645308
"7723,2863",2022-04-24,10.229533752860414
"7728,2863",2022-04-24,12.432711670480547
"7733,2863",2022-04-24,11.483723191306845
"7693,2868",2022-04-24,15.814332943241665
"7698,2868",2022-04-24,15.240790051207021
"7703,2868",2022-04-24,14.622252449904916
"7708,2868",2022-04-24,11.474640140433003
"7713,2868",2022-04-24,10.550610095098762
"7718,2868",2022-04-24,10.1992039800995
"7723,2868",2022-04-24,10.87964886613021
"7728,2868",2022-04-24,11.985585137507313
"7733,2868",2022-04-24,10.86619458668617
"7693,2873",2022-04-24,18.675099470445105
"7698,2873",2022-04-24,18.872289191123844
"7703,2873",2022-04-24,15.789423214541287
"7708,2873",2022-04-24,12.855280480824272
"7713,2873",2022-04-24,11.387741843159704
"7718,2873",2022-04-24,10.664665140240416
"7723,2873",2022-04-24,12.093625304136255
"7728,2873",2022-04-24,12.90825414997138
"7733,2873",2022-04-24,12.982759015455066
"7693,2878",2022-04-24,20.048600292825764
"7698,2878",2022-04-24,19.545757797627765
"7703,2878",2022-04-24,18.24934992679356
"7708,2878",2022-04-24,14.385134739308727
"7713,2878",2022-04-24,15.468083174696154
"7718,2878",2022-04-24,14.803270863836012
"7723,2878",2022-04-24,16.848811127379193
"7728,2878",2022-04-24,16.195700688241324
"7693,2883",2022-04-24,18.17411868131868
"7698,2883",2022-04-24,18.646155874597127
"7703,2883",2022-04-24,18.651443646489813
"7708,2883",2022-04-24,16.319381866119826
"7713,2883",2022-04-24,15.204671746776082
"7718,2883",2022-04-24,16.02826080586081
"7723,2883",2022-04-24,18.638252967902687
"7703,2888",2022-04-24,18.65277156778446
"7708,2888",2022-04-24,18.042362385321095
"7713,2888",2022-04-24,15.061935761399479
"7718,2888",2022-04-24,16.57610601719197
"7723,2888",2022-04-24,19.039687634331564
"7713,2843",2022-04-25,22.97945093457944
"7718,2843",2022-04-25,21.860707762557084
"7723,2843",2022-04-25,19.856143856143863
"7708,2848",2022-04-25,20.995508474576265
"7713,2848",2022-04-25,20.00585778945832
"7718,2848",2022-04-25,19.489894890510953
"7723,2848",2022-04-25,20.42184260475982
"7728,2848",2022-04-25,20.965056229005402
"7733,2848",2022-04-25,20.818962898042656
"7688,2853",2022-04-25,36.978936535162944
"7693,2853",2022-04-25,36.069603960396066
"7698,2853",2022-04-25,28.023969128996697
"7703,2853",2022-04-25,23.77299425033171
"7708,2853",2022-04-25,21.963215204344092
"7713,2853",2022-04-25,20.278016576164614
"7718,2853",2022-04-25,17.59231318759823
"7723,2853",2022-04-25,17.587048571428575
"7728,2853",2022-04-25,19.53892556079439
"7733,2853",2022-04-25,22.175650925793033
"7683,2858",2022-04-25,30.89149560117301
"7688,2858",2022-04-25,32.492639131277876
"7693,2858",2022-04-25,32.19454828660436
"7698,2858",2022-04-25,31.81407812073204
"7703,2858",2022-04-25,24.682275271649644
"7708,2858",2022-04-25,20.930705830775977
"7713,2858",2022-04-25,19.905777323202802
"7718,2858",2022-04-25,17.162986994008477
"7723,2858",2022-04-25,17.021744848750544
"7728,2858",2022-04-25,16.091117930732132
"7733,2858",2022-04-25,20.850199591387703
"7688,2863",2022-04-25,27.85339719759795
"7693,2863",2022-04-25,26.947810667810675
"7698,2863",2022-04-25,25.011752031084434
"7703,2863",2022-04-25,19.527948014440426
"7708,2863",2022-04-25,17.878967686588506
"7713,2863",2022-04-25,18.78801315977686
"7718,2863",2022-04-25,18.662308352402746
"7723,2863",2022-04-25,17.088318077803205
"7728,2863",2022-04-25,18.36946510297483
"7733,2863",2022-04-25,19.646708607377757
"7693,2868",2022-04-25,22.81684610883556
"7698,2868",2022-04-25,22.556576606813216
"7703,2868",2022-04-25,20.9302878026496
"7708,2868",2022-04-25,19.167615564657694
"7713,2868",2022-04-25,18.279918068763717
"7718,2868",2022-04-25,18.408053848405025
"7723,2868",2022-04-25,18.154320409656176
"7728,2868",2022-04-25,20.584382679929785
"7733,2868",2022-04-25,20.87964008778346
"7693,2873",2022-04-25,24.841723200228994
"7698,2873",2022-04-25,25.31618611309949
"7703,2873",2022-04-25,21.729234292257054
"7708,2873",2022-04-25,20.740709788208374
"7713,2873",2022-04-25,19.851405266170584
"7718,2873",2022-04-25,19.351099026903277
"7723,2873",2022-04-25,18.804547301218804
"7728,2873",2022-04-25,21.99044647967946
"7733,2873",2022-04-25,23.250512306811682
"7693,2878",2022-04-25,27.599865300146398
"7698,2878",2022-04-25,27.35801435056377
"7703,2878",2022-04-25,26.130749633967802
"7708,2878",2022-04-25,24.637036928056485
"7713,2878",2022-04-25,25.1088299244518
"7718,2878",2022-04-25,22.82063030303029
"7723,2878",2022-04-25,20.0802594995366
"7728,2878",2022-04-25,23.590988431688395
"7693,2883",2022-04-25,27.96827838827839
"7698,2883",2022-04-25,27.56434222092001
"7703,2883",2022-04-25,27.05773220272136
"7708,2883",2022-04-25,24.553187460551236
"7713,2883",2022-04-25,25.116157556270096
"7718,2883",2022-04-25,24.94866722268558
"7723,2883",2022-04-25,26.618743126472896
"7703,2888",2022-04-25,27.2889786223278
"7708,2888",2022-04-25,26.63203718806067
"7713,2888",2022-04-25,24.558632061944362
"7718,2888",2022-04-25,25.541922720247282
"7723,2888",2022-04-25,27.016345945945954
"7713,2843",2022-04-26,7.502746365105007
"7718,2843",2022-04-26,8.084092205323195
"7723,2843",2022-04-26,6.6622984051274345
"7708,2848",2022-04-26,3.992944425267518
"7713,2848",2022-04-26,5.331413736134058
"7718,2848",2022-04-26,6.539577922077924
"7723,2848",2022-04-26,7.31597262437483
"7728,2848",2022-04-26,6.782901554404117
"7733,2848",2022-04-26,6.236533333333337
"7688,2853",2022-04-26,11.952205005959485
"7693,2853",2022-04-26,8.896688116688134
"7698,2853",2022-04-26,8.922539682539666
"7703,2853",2022-04-26,4.547275541795652
"7708,2853",2022-04-26,5.072226613965736
"7713,2853",2022-04-26,5.321500503524657
"7718,2853",2022-04-26,5.302162801703733
"7723,2853",2022-04-26,4.453784159333029
"7728,2853",2022-04-26,3.740716736561197
"7733,2853",2022-04-26,6.192980132450331
"7703,2858",2022-04-26,4.978405797101445
"7708,2858",2022-04-26,2.6000000000000227
"7713,2858",2022-04-26,4.686092307692332
"7718,2858",2022-04-26,4.980203583061913
"7723,2858",2022-04-26,3.878235176681974
"7728,2858",2022-04-26,4.266559139784946
"7733,2858",2022-04-26,6.802542372881329
"7698,2863",2022-04-26,8.16451612903228
"7703,2863",2022-04-26,6.443064516129037
"7708,2863",2022-04-26,2.397303921568665
"7713,2863",2022-04-26,3.548531061707875
"7718,2863",2022-04-26,6.00239979705733
"7723,2863",2022-04-26,4.139444756029174
"7728,2863",2022-04-26,5.560032278889611
"7733,2863",2022-04-26,3.589146608315099
"7693,2868",2022-04-26,7.152978208232443
"7698,2868",2022-04-26,7.568025477707006
"7703,2868",2022-04-26,6.563448519040912
"7708,2868",2022-04-26,3.3631868131868323
"7713,2868",2022-04-26,2.469721669980116
"7718,2868",2022-04-26,3.1384046920821125
"7723,2868",2022-04-26,4.9472514402527406
"7728,2868",2022-04-26,4.7113746157224465
"7733,2868",2022-04-26,4.1655368319691854
"7693,2873",2022-04-26,8.290000000000003
"7698,2873",2022-04-26,8.330541516245491
"7703,2873",2022-04-26,6.408074599422142
"7708,2873",2022-04-26,5.30601213458356
"7713,2873",2022-04-26,3.0391210045662214
"7718,2873",2022-04-26,3.5943341121495274
"7723,2873",2022-04-26,6.033131631775166
"7728,2873",2022-04-26,7.550254545454578
"7733,2873",2022-04-26,7.964000000000006
"7703,2878",2022-04-26,8.360000000000014
"7718,2878",2022-04-26,7.0151125401929395
"7723,2878",2022-04-26,9.415075376884422
"7728,2878",2022-04-26,8.972622950819678
"7693,2883",2022-04-26,9.900000000000015
"7708,2883",2022-04-26,8.165700000000015
"7713,2883",2022-04-26,8.595891566265047
"7718,2883",2022-04-26,10.09736096718481
"7723,2883",2022-04-26,11.475928618638477
"7703,2888",2022-04-26,12.36129032258062
"7708,2888",2022-04-26,6.7560946745561825
"7713,2888",2022-04-26,9.428071461291804
"7718,2888",2022-04-26,11.93004487804879
"7723,2888",2022-04-26,12.812325080731984
"7713,2843",2022-04-27,22.955324675324672
"7718,2843",2022-04-27,23.761355593607316
"7723,2843",2022-04-27,21.566970172684464
"7708,2848",2022-04-27,19.909789658194565
"7713,2848",2022-04-27,20.80611476127902
"7718,2848",2022-04-27,21.5745197080292
"7723,2848",2022-04-27,22.183069061176816
"7728,2848",2022-04-27,21.605973419015633
"7733,2848",2022-04-27,20.72960853052878
"7688,2853",2022-04-27,29.8377
"7693,2853",2022-04-27,27.42329667190401
"7698,2853",2022-04-27,26.595286387658895
"7703,2853",2022-04-27,23.5509854327335
"7708,2853",2022-04-27,23.251463275221496
"7713,2853",2022-04-27,21.989008288082307
"7718,2853",2022-04-27,18.75053293327619
"7723,2853",2022-04-27,19.15049142857143
"7728,2853",2022-04-27,20.33811401628804
"7733,2853",2022-04-27,20.010647235319333
"7683,2858",2022-04-27,27.888465361005558
"7688,2858",2022-04-27,30.738555555555557
"7693,2858",2022-04-27,30.444655852696187
"7698,2858",2022-04-27,27.946214557147023
"7703,2858",2022-04-27,23.78386785557667
"7708,2858",2022-04-27,22.87956451848606
"7713,2858",2022-04-27,21.379199298655752
"7718,2858",2022-04-27,19.084293438550347
"7723,2858",2022-04-27,19.044243752740023
